Column1;Column2;containsfood
affirm;yes;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you goodbye;FALSE
inform;im looking for a restaurant cheap restaurant serving romanian food;TRUE
null;sil;FALSE
inform;noise hungarian;FALSE
thankyou;thank you good bye;FALSE
request;area;FALSE
thankyou;thank you good bye;FALSE
request;and the phone number;FALSE
request;can i get the address;FALSE
confirm;is that in the north part of town;FALSE
request;and the type of food they serve;TRUE
request;address;FALSE
inform;that serves korean food;TRUE
reqalts;is there anything else;FALSE
inform;anything;FALSE
request;address;FALSE
request;the address;FALSE
inform;moderately priced;FALSE
thankyou;thank you good bye;FALSE
null;kish;FALSE
null;sil;FALSE
inform;i want a modern european;FALSE
reqalts;how about korean food;TRUE
inform;i want to find a cheap;FALSE
confirm;is there a chinese;FALSE
request;okay and uh whats the address;FALSE
inform;chinese food;TRUE
request;phone;FALSE
reqalts;how about spanish food;TRUE
inform;i dont care;FALSE
inform;venetian;FALSE
inform;im looking for a cheap restaurant in the south part of town;FALSE
inform;eritrean food;TRUE
inform;expensive restaurant east part of town;FALSE
reqalts;anything else;FALSE
reqalts;i believe you anything else;FALSE
inform;im looking for a restaurant in the center serving russian food;TRUE
hello;hi im looking for a restaurant that serves vegetarian food;TRUE
null;noise;FALSE
request;can i get the phone number;FALSE
inform;any;FALSE
thankyou;thank you good bye;FALSE
null;um;FALSE
inform;serving austrian food;TRUE
inform;south;FALSE
thankyou;thank you good bye;FALSE
request;whats the phone number;FALSE
inform;vietnamese food;TRUE
inform;gastropub;FALSE
request;whats the phone number;FALSE
thankyou;thank you good bye;FALSE
inform;i dont care;FALSE
null;noise;FALSE
confirm;is it moderately priced;FALSE
affirm;uh yes im looking for a restaurant in the center that serves lebanese food;TRUE
thankyou;thank you good bye;FALSE
inform;it doesnt matter;FALSE
inform;vietnamese;FALSE
thankyou;thank you good bye;FALSE
inform;japanese food;TRUE
inform;scandinavian food;TRUE
request;address;FALSE
inform;moderately priced;FALSE
inform;uh european food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a moderately priced restaurant in the south part of town;FALSE
negate;no im looking for turkish;FALSE
thankyou;thank you;FALSE
reqalts;how about indian food;TRUE
inform;i need a cheap restaurant that serves international food;TRUE
inform;kosher for in the central;FALSE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
inform;indian food;TRUE
request;price range;FALSE
inform;eritrean food;TRUE
request;address;FALSE
inform;indian food;TRUE
inform;cheap;FALSE
null;noise;FALSE
inform;ah can i find a unintelligible restaurant serving scotch food;TRUE
inform;uh cheap restaurant;FALSE
inform;chinese;FALSE
inform;id like to find a restaurant serving portuguese food;TRUE
inform;british food;TRUE
reqalts;how about a moderately priced restaurant that serves spanish;FALSE
request;phone number;FALSE
affirm;yes in the west part of town;FALSE
request;what type of food;TRUE
inform;indian food;TRUE
request;id like the address and area;FALSE
inform;moroccan food;TRUE
inform;expensive;FALSE
thankyou;thank you goodbye;FALSE
inform;doesnt matter;FALSE
request;what is the address;FALSE
null;noise;FALSE
inform;looking for a cheap restaurant in the north part of town;FALSE
inform;food type;TRUE
reqalts;uh is there anything else;FALSE
inform;any;FALSE
inform;west;FALSE
inform;thai food;TRUE
confirm;is there a modern european;FALSE
null;sil;FALSE
request;postal code;FALSE
null;sil;FALSE
request;can i have the address and phone number;FALSE
request;and what type of food;TRUE
request;address;FALSE
null;noise;FALSE
inform;expensive;FALSE
inform;im looking for a restaurant in the west part of town that serves moroccan food;TRUE
request;whats the phone number;FALSE
inform;north;FALSE
inform;european;FALSE
reqalts;is there anything else;FALSE
inform;gastropub;FALSE
inform;i dont care;FALSE
request;whats the price range;FALSE
null;noise;FALSE
null;sil;FALSE
inform;world food;TRUE
affirm;yes;FALSE
reqalts;how about asian oriental;FALSE
reqalts;what about a moderately priced restaurant;FALSE
inform;restaurant north;FALSE
request;whats the phone number;FALSE
inform;canapes food;TRUE
negate;no;FALSE
inform;i need a restaurant that serves canape;FALSE
inform;doesnt matter;FALSE
bye;good bye;FALSE
request;what is the address;FALSE
thankyou;thank you good bye;FALSE
inform;crossover restaurant west part of town;FALSE
null;sil;FALSE
inform;dont care;FALSE
request;what is the address and post code;FALSE
inform;im looking for a restaurant in the east part of town that serves world food;TRUE
request;what is the address;FALSE
thankyou;thank you good bye;FALSE
reqalts;what about british food;TRUE
inform;south;FALSE
null;suggestion;FALSE
request;and whats the post code;FALSE
request;phone number;FALSE
null;noise;FALSE
null;how about;FALSE
thankyou;thank you good bye;FALSE
request;alright whats the address;FALSE
null;sil;FALSE
null;sil;FALSE
null;of the venue;FALSE
thankyou;thank you goodbye;FALSE
thankyou;thank you good bye;FALSE
reqalts;anything else;FALSE
request;what is the phone number;FALSE
request;whats the phone number;FALSE
inform;east;FALSE
request;phone number;FALSE
reqalts;how about chinese food;TRUE
inform;i dont care;FALSE
request;post code;FALSE
inform;i would like chinese food;TRUE
inform;in the north part of town;FALSE
inform;any food;TRUE
request;what is the price range;FALSE
request;phone number;FALSE
request;can you give me the address and phone number;FALSE
request;what type of food;TRUE
inform;the center of town;FALSE
request;can i get the address phone number;FALSE
negate;no well how about thai;FALSE
request;phone number;FALSE
inform;id like a restaurant in any area that serves japanese food;TRUE
thankyou;thank you good bye;FALSE
null;can i get a;FALSE
inform;japanese;FALSE
inform;belgium;FALSE
inform;i dont care;FALSE
inform;asian oriental food;TRUE
inform;thai food;TRUE
reqalts;what about chinese food;TRUE
thankyou;thank you good bye;FALSE
inform;im looking for a cheap restaurant in the north part of town;FALSE
request;and what is the post code;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
inform;expensive;FALSE
inform;chinese food;TRUE
inform;restaurant the serves english food;TRUE
null;cough;FALSE
request;whats the address;FALSE
thankyou;thank you good bye;FALSE
inform;im looking for a moderately priced restaurant in the north part of town;FALSE
request;and its address;FALSE
confirm;is it in the cheap price range;FALSE
inform;north;FALSE
request;can i have the price range;FALSE
request;phone number;FALSE
inform;thai;FALSE
request;phone number;FALSE
request;what is the address and phone number;FALSE
request;what is the phone number;FALSE
thankyou;thank you good bye;FALSE
request;the address and phone number;FALSE
inform;south;FALSE
inform;i dont care;FALSE
request;the phone number;FALSE
inform;im looking for one that serves asian oriental food;TRUE
inform;korean food;TRUE
null;sil;FALSE
thankyou;thank you good bye;FALSE
reqalts;what about international food;TRUE
inform;british expensive;FALSE
inform;expensive;FALSE
inform;moderate price range please;FALSE
negate;no;FALSE
reqalts;is there anything else that serves turkish;FALSE
affirm;yes;FALSE
request;may i have he phone number please;FALSE
reqalts;is there anything else;FALSE
request;phone number;FALSE
inform;looking for a moderately priced restaurant and it needs to be in the south part of town;FALSE
inform;im looking for an expensive restaurant in the east part of town;FALSE
inform;south;FALSE
inform;um it doesnt matter;FALSE
inform;moderately priced restaurant in the south part of town;FALSE
negate;no gastropub;FALSE
inform;breath expensive;FALSE
thankyou;thank you good bye;FALSE
request;and the post code;FALSE
inform;asian oriental;FALSE
inform;i need a restaurant that serves african food;TRUE
request;whats the address;FALSE
negate;no im looking for thai food;TRUE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
request;whats the address;FALSE
bye;good bye;FALSE
reqalts;is there anything else;FALSE
thankyou;thank you good bye;FALSE
request;type of food;TRUE
null;please;FALSE
inform;east;FALSE
request;what is the phone number;FALSE
inform;chinese;FALSE
inform;cheap;FALSE
inform;any;FALSE
null;unintelligible;FALSE
thankyou;thank you good bye;FALSE
inform;a cheap restauran;FALSE
inform;catalan;FALSE
request;what is the phone number;FALSE
inform;portuguese food;TRUE
inform;dont care;FALSE
request;what is the price range;FALSE
request;and their phone number;FALSE
null;sil;FALSE
thankyou;thank you good bye;FALSE
request;whats the address;FALSE
inform;it doesnt matter;FALSE
reqalts;anything else;FALSE
request;whats their address;FALSE
inform;any;FALSE
inform;african;FALSE
affirm;yes;FALSE
inform;pan asian food;TRUE
confirm;is it in the moderate price range;FALSE
inform;i need to find a restaurant in the center and it should serve irish food;TRUE
request;may i have the address and phone number;FALSE
request;what is the address;FALSE
affirm;yes;FALSE
inform;im looking for a restaurant in the center that serves romanian food;TRUE
null;re;FALSE
inform;korean food;TRUE
confirm;is it moderately priced;FALSE
inform;any price range;FALSE
inform;south;FALSE
inform;i want to find a cheap restaurant in the south part of town;FALSE
inform;russian food;TRUE
inform;cheap;FALSE
affirm;yes;FALSE
inform;expensive;FALSE
inform;food;TRUE
affirm;yes;FALSE
null;um;FALSE
affirm;yes;FALSE
request;and the phone number;FALSE
inform;spanish;FALSE
thankyou;thank you good bye;FALSE
null;how about uh;FALSE
request;noise address;FALSE
thankyou;thank you good bye;FALSE
request;whats the phone number;FALSE
request;could you repeat the phone number;FALSE
inform;australia asian food;TRUE
inform;can i get turkish food;TRUE
inform;world food;TRUE
inform;moderately;FALSE
thankyou;thank you good bye;FALSE
request;phone number;FALSE
thankyou;thank you good bye;FALSE
request;what type of food;TRUE
inform;expensive french restaurant;FALSE
thankyou;thank you good bye;FALSE
request;address;FALSE
bye;good bye;FALSE
request;and the post code;FALSE
inform;brazilian food;TRUE
inform;british food;TRUE
inform;i need an expensive british restaurant;FALSE
null;unintelligible;FALSE
inform;im looking for a restaurant that serves romanian food;TRUE
inform;uh i want cantonese food;TRUE
null;noise;FALSE
bye;good bye;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
inform;um anything else;FALSE
inform;sea food;TRUE
inform;english food;TRUE
affirm;yes;FALSE
inform;any area;FALSE
request;and the phone number;FALSE
request;phone number;FALSE
inform;basque food;TRUE
request;addre;FALSE
inform;moderate;FALSE
request;whats the phone number;FALSE
null;unintelligible;FALSE
inform;i need a restaurant that serves asian oriental food;TRUE
reqalts;anything else;FALSE
request;whats the phone number;FALSE
inform;im looking for a cheap restaurant in south part of;FALSE
request;where is the area;FALSE
inform;it doesnt matter;FALSE
inform;im looking for a restaurant that serves polynesian food;TRUE
inform;i dont care;FALSE
request;what is the phone number;FALSE
inform;cheap;FALSE
negate;no;FALSE
null;system;FALSE
thankyou;thank you good bye;FALSE
null;okay;FALSE
thankyou;thank you good bye;FALSE
inform;a restaurant in;FALSE
inform;west;FALSE
request;may i have the phone number;FALSE
affirm;yes;FALSE
request;whats the address;FALSE
inform;moderately priced restaurant in the south part of town;FALSE
request;whats the phone number;FALSE
inform;indian food;TRUE
affirm;yes;FALSE
inform;cheap;FALSE
request;address;FALSE
request;whats the price range;FALSE
request;what type of food;TRUE
thankyou;thank you goodbye;FALSE
inform;fuck the missing sock;FALSE
request;phone number;FALSE
inform;id like a cheap restaurant in the south part of town;FALSE
affirm;yes;FALSE
request;what is the address and phone number;FALSE
reqalts;what about indian food;TRUE
thankyou;thank you good bye;FALSE
request;the phone numeber;FALSE
thankyou;thank you good bye;FALSE
thankyou;thank you good bye;FALSE
reqalts;how about british food;TRUE
thankyou;um okay thank you good bye;FALSE
request;and the telephone number;FALSE
request;what type of food;TRUE
request;whats the address;FALSE
inform;could i have a restaurant that serves turkish food;TRUE
request;okay may i have the address and phone number;FALSE
thankyou;thank you good bye;FALSE
inform;center;FALSE
request;any price;FALSE
request;address;FALSE
request;ah whats the phone number;FALSE
inform;im looking for a restaurant that serves chinese food;TRUE
request;phone number;FALSE
hello;hello im looking for a cheap restaurant in the west part of town;FALSE
inform;moderately priced;FALSE
repeat;again please;FALSE
thankyou;thank you good bye;FALSE
request;can i have their phone number;FALSE
request;the address please;FALSE
inform;european food;TRUE
negate;no;FALSE
thankyou;thank you good bye;FALSE
inform;i want to find a cheap restaurant;FALSE
request;postcode;FALSE
inform;uh im looking for a moderately priced restaurant serving;FALSE
null;sil;FALSE
inform;im looking for corsica food noise;TRUE
inform;south part of town please;FALSE
